Maarintalo,;
Heating;
DateTime;kW
6.10.2015 10:00:00:000;69,24
6.10.2015 11:00:00:000;69,75
6.10.2015 12:00:00:000;72,85
6.10.2015 13:00:00:000;76,75
6.10.2015 14:00:00:000;76,67
6.10.2015 15:00:00:000;76,54
6.10.2015 16:00:00:000;75,66
6.10.2015 17:00:00:000;70,66
6.10.2015 18:00:00:000;56,98
6.10.2015 19:00:00:000;51,63
6.10.2015 20:00:00:000;49,24
6.10.2015 21:00:00:000;45,81
6.10.2015 22:00:00:000;45,11
6.10.2015 23:00:00:000;42,98
7.10.2015 00:00:00:000;41,46
7.10.2015 01:00:00:000;40,12
7.10.2015 02:00:00:000;39,14
7.10.2015 03:00:00:000;38
7.10.2015 04:00:00:000;37,66
7.10.2015 05:00:00:000;37,33
7.10.2015 06:00:00:000;40,75
7.10.2015 07:00:00:000;53,04
7.10.2015 08:00:00:000;62,62
7.10.2015 09:00:00:000;70,18
7.10.2015 10:00:00:000;70,74
7.10.2015 11:00:00:000;70,21
7.10.2015 12:00:00:000;71,27
7.10.2015 13:00:00:000;72,56
7.10.2015 14:00:00:000;74,06
7.10.2015 15:00:00:000;74,86
7.10.2015 16:00:00:000;74,26
7.10.2015 17:00:00:000;66,9
7.10.2015 18:00:00:000;51,48
7.10.2015 19:00:00:000;47,88
7.10.2015 20:00:00:000;47,12
7.10.2015 21:00:00:000;43,63
7.10.2015 22:00:00:000;43,4
7.10.2015 23:00:00:000;41,42
8.10.2015 00:00:00:000;40,68
8.10.2015 01:00:00:000;39,73
8.10.2015 02:00:00:000;38,64
8.10.2015 03:00:00:000;38,45
8.10.2015 04:00:00:000;38,07
8.10.2015 05:00:00:000;37,92
8.10.2015 06:00:00:000;41,09
8.10.2015 07:00:00:000;52,77
8.10.2015 08:00:00:000;61,62
8.10.2015 09:00:00:000;68,06
8.10.2015 10:00:00:000;69,57
8.10.2015 11:00:00:000;70,2
8.10.2015 12:00:00:000;72,97
8.10.2015 13:00:00:000;73,52
8.10.2015 14:00:00:000;75,15
8.10.2015 15:00:00:000;74,92
8.10.2015 16:00:00:000;73,73
8.10.2015 17:00:00:000;68,28
8.10.2015 18:00:00:000;54,74
8.10.2015 19:00:00:000;50,69
8.10.2015 20:00:00:000;48,73
8.10.2015 21:00:00:000;45,23
8.10.2015 22:00:00:000;45,42
8.10.2015 23:00:00:000;42,88
;
